window,simulationDate,ticker,trainScore,testScore,alternativeMdlTestScore,strategyReturn,alternativeMdlStrategyReturn,assetReturn,order
8,2022-06-07 02:00:00,indicator,0,1.0,1.0,0.019839287139414574,0.019839287139414574,-0.021839287139414576,0.1
8,2022-06-07 03:00:00,indicator,0,1.0,1.0,0.004627277975492118,0.004627277975492118,-0.006627277975492118,0.1
8,2022-06-07 04:00:00,indicator,0,0.0,0.0,-0.006493827139499227,-0.006493827139499227,0.004493827139499227,0.1
8,2022-06-07 05:00:00,indicator,0,0.0,0.0,-0.00239326692511511,-0.00239326692511511,-0.00239326692511511,0.1
8,2022-06-07 06:00:00,indicator,0,0.0,1.0,-0.0024907314508769403,0.0004907314508769403,-0.0024907314508769403,0.1
8,2022-06-07 07:00:00,indicator,0,0.0,0.0,-0.0024532674772036523,-0.0024532674772036523,0.0004532674772036523,0.1
8,2022-06-07 08:00:00,indicator,0,1.0,1.0,0.0011642052177365044,0.0011642052177365044,0.0011642052177365044,0.1
8,2022-06-07 09:00:00,indicator,0,1.0,1.0,0.0012862844565105507,0.0012862844565105507,0.0012862844565105507,0.1
8,2022-06-07 10:00:00,indicator,0,0.0,0.0,-0.00407627350708661,-0.00407627350708661,-0.00407627350708661,0.1
8,2022-06-07 11:00:00,indicator,0,1.0,0.0,0.00022659415801557078,-0.002226594158015571,0.00022659415801557078,0.1
8,2022-06-07 12:00:00,indicator,0,0.0,0.0,-0.0035775573108668204,-0.0035775573108668204,-0.0035775573108668204,0.1
8,2022-06-07 13:00:00,indicator,0,0.0,1.0,-0.0015860133848166736,-0.00041398661518332657,-0.0015860133848166736,0.1
8,2022-06-07 14:00:00,indicator,0,0.0,0.0,-0.0030427593214663413,-0.0030427593214663413,0.0010427593214663413,0.1
8,2022-06-07 15:00:00,indicator,0,0.0,1.0,-0.012644382598436515,0.010644382598436513,0.010644382598436513,0.1
8,2022-06-07 16:00:00,indicator,0,1.0,0.0,-0.00041321460764610094,-0.0015867853923538992,-0.0015867853923538992,0.1
8,2022-06-07 17:00:00,indicator,0,0.0,0.0,-0.0019079604445059548,-0.0019079604445059548,-9.203955549404532e-05,0.1
8,2022-06-07 18:00:00,indicator,0,1.0,1.0,-0.00015001911872056012,-0.00015001911872056012,-0.00015001911872056012,0.1
8,2022-06-07 19:00:00,indicator,0,1.0,1.0,0.007337296318164501,0.007337296318164501,0.007337296318164501,0.1
8,2022-06-07 20:00:00,indicator,0,1.0,1.0,0.027691350632025154,0.027691350632025154,0.027691350632025154,0.1
8,2022-06-07 21:00:00,indicator,0,0.0,1.0,-0.01035681627420226,0.008356816274202258,0.008356816274202258,0.1
8,2022-06-07 22:00:00,indicator,0,1.0,1.0,0.0006229494234988077,0.0006229494234988077,0.0006229494234988077,0.1
8,2022-06-07 23:00:00,indicator,0,0.0,0.0,-0.005498234303709952,-0.005498234303709952,-0.005498234303709952,0.1
8,2022-06-08 00:00:00,indicator,0,1.0,1.0,0.0033067873407386763,0.0033067873407386763,-0.005306787340738676,0.1
8,2022-06-08 01:00:00,indicator,0,1.0,1.0,0.0004666515878391437,0.0004666515878391437,-0.002466651587839144,0.1
8,2022-06-08 02:00:00,indicator,0,0.0,0.0,-0.0022393953989859106,-0.0022393953989859106,0.0002393953989859106,0.1
8,2022-06-08 03:00:00,indicator,0,0.0,0.0,-0.005661260825260058,-0.005661260825260058,-0.005661260825260058,0.1
8,2022-06-08 04:00:00,indicator,0,1.0,1.0,0.029555839852155718,0.029555839852155718,-0.031555839852155716,0.1
8,2022-06-08 05:00:00,indicator,0,0.0,0.0,-0.008384758436738544,-0.008384758436738544,0.006384758436738544,0.1
8,2022-06-08 06:00:00,indicator,0,1.0,1.0,0.008932409759838892,0.008932409759838892,0.008932409759838892,0.1
8,2022-06-08 07:00:00,indicator,0,0.0,0.0,-0.0014628646081739603,-0.0014628646081739603,-0.0014628646081739603,0.1
8,2022-06-08 08:00:00,indicator,0,0.0,0.0,-0.0018852212267076397,-0.0018852212267076397,-0.00011477877329236033,0.1
8,2022-06-08 09:00:00,indicator,0,0.0,0.0,-0.00285002373880835,-0.00285002373880835,-0.00285002373880835,0.1
8,2022-06-08 10:00:00,indicator,0,0.0,0.0,-0.001831332584172324,-0.001831332584172324,-0.00016866741582767606,0.1
8,2022-06-08 11:00:00,indicator,0,0.0,0.0,-0.005841699802820767,-0.005841699802820767,-0.005841699802820767,0.1
8,2022-06-08 12:00:00,indicator,0,0.0,0.0,-0.0019235491539782118,-0.0019235491539782118,-7.645084602178837e-05,0.1
8,2022-06-08 13:00:00,indicator,0,0.0,0.0,-0.009979360984648564,-0.009979360984648564,-0.009979360984648564,0.1
8,2022-06-08 14:00:00,indicator,0,1.0,0.0,0.019860852769894563,-0.021860852769894565,0.019860852769894563,0.1
8,2022-06-08 15:00:00,indicator,0,1.0,0.0,0.010075357938016997,-0.012075357938017,-0.012075357938017,0.1
8,2022-06-08 16:00:00,indicator,0,1.0,0.0,0.0006765398793654469,-0.002676539879365447,0.0006765398793654469,0.1
8,2022-06-08 17:00:00,indicator,0,0.0,0.0,-0.0057662531167181445,-0.0057662531167181445,-0.0057662531167181445,0.1
8,2022-06-08 18:00:00,indicator,0,0.0,0.0,-0.0026850463428955756,-0.0026850463428955756,0.0006850463428955758,0.1
8,2022-06-08 19:00:00,indicator,0,0.0,0.0,-0.0058626500488273255,-0.0058626500488273255,-0.0058626500488273255,0.1
8,2022-06-08 20:00:00,indicator,0,0.0,1.0,-0.0041328076266931996,0.0021328076266932,-0.0041328076266931996,0.1
8,2022-06-08 21:00:00,indicator,0,0.0,0.0,-0.0030699970205844904,-0.0030699970205844904,0.0010699970205844903,0.1
8,2022-06-08 22:00:00,indicator,0,1.0,1.0,0.006341106854293371,0.006341106854293371,0.006341106854293371,0.1
8,2022-06-08 23:00:00,indicator,0,0.0,0.0,-0.004736823006918245,-0.004736823006918245,-0.004736823006918245,0.1
8,2022-06-09 00:00:00,indicator,0,0.0,1.0,-0.004489873987769896,0.0024898739877698963,-0.004489873987769896,0.1
8,2022-06-09 01:00:00,indicator,0,0.0,0.0,-0.0016287086443630581,-0.0016287086443630581,-0.00037129135563694203,0.1
8,2022-06-09 02:00:00,indicator,0,0.0,0.0,-0.005409113889204996,-0.005409113889204996,-0.005409113889204996,0.1
8,2022-06-09 03:00:00,indicator,0,1.0,0.0,0.002743372910595502,-0.004743372910595503,0.002743372910595502,0.1
8,2022-06-09 04:00:00,indicator,0,1.0,1.0,0.0019914108268213894,0.0019914108268213894,0.0019914108268213894,0.1
8,2022-06-09 05:00:00,indicator,0,0.0,0.0,-0.0018595903411623245,-0.0018595903411623245,-0.0018595903411623245,0.1
8,2022-06-09 06:00:00,indicator,0,0.0,0.0,-0.0025802449230956856,-0.0025802449230956856,0.0005802449230956858,0.1
8,2022-06-09 07:00:00,indicator,0,0.0,1.0,-0.0016326840350199615,-0.0003673159649800385,-0.0003673159649800385,0.1
8,2022-06-09 08:00:00,indicator,0,1.0,1.0,0.004046405968657485,0.004046405968657485,0.004046405968657485,0.1
8,2022-06-09 09:00:00,indicator,0,1.0,1.0,-0.00024428118643914825,-0.00024428118643914825,-0.00024428118643914825,0.1
8,2022-06-09 10:00:00,indicator,0,1.0,1.0,0.0002749684043818867,0.0002749684043818867,0.0002749684043818867,0.1
8,2022-06-09 11:00:00,indicator,0,0.0,0.0,-0.004785338197578006,-0.004785338197578006,-0.004785338197578006,0.1
8,2022-06-09 12:00:00,indicator,0,1.0,1.0,0.003414169635678219,0.003414169635678219,-0.005414169635678219,0.1
8,2022-06-09 13:00:00,indicator,0,0.0,1.0,-0.0071578655197154705,0.0051578655197154705,-0.0071578655197154705,0.1
8,2022-06-09 14:00:00,indicator,0,0.0,0.0,-0.002807532792457188,-0.002807532792457188,0.0008075327924571883,0.1
8,2022-06-09 15:00:00,indicator,0,0.0,0.0,-0.002681622153789022,-0.002681622153789022,-0.002681622153789022,0.1
8,2022-06-09 16:00:00,indicator,0,0.0,0.0,-0.0071653787816404095,-0.0071653787816404095,0.0051653787816404095,0.1
8,2022-06-09 17:00:00,indicator,0,1.0,1.0,0.0006401433161850045,0.0006401433161850045,0.0006401433161850045,0.1
8,2022-06-09 18:00:00,indicator,0,0.0,0.0,-0.0019360192462162173,-0.0019360192462162173,-0.0019360192462162173,0.1
8,2022-06-09 19:00:00,indicator,0,1.0,1.0,0.004781317088967888,0.004781317088967888,-0.006781317088967888,0.1
8,2022-06-09 20:00:00,indicator,0,1.0,1.0,0.003348845686794899,0.003348845686794899,-0.005348845686794899,0.1
8,2022-06-09 21:00:00,indicator,0,1.0,0.0,0.004623790690112886,-0.006623790690112886,0.004623790690112886,0.1
8,2022-06-09 22:00:00,indicator,0,0.0,0.0,-0.0025440973805004766,-0.0025440973805004766,-0.0025440973805004766,0.1
8,2022-06-09 23:00:00,indicator,0,0.0,1.0,-0.003378621932161619,0.0013786219321616192,-0.003378621932161619,0.1
8,2022-06-10 00:00:00,indicator,0,0.0,0.0,-0.002407494642906427,-0.002407494642906427,0.0004074946429064269,0.1
8,2022-06-10 01:00:00,indicator,0,0.0,0.0,-0.012783820155012029,-0.012783820155012029,-0.012783820155012029,0.1
8,2022-06-10 02:00:00,indicator,0,1.0,0.0,0.00338949813998337,-0.00538949813998337,0.00338949813998337,0.1
8,2022-06-10 03:00:00,indicator,0,1.0,1.0,0.0036266228062690935,0.0036266228062690935,0.0036266228062690935,0.1
8,2022-06-10 04:00:00,indicator,0,1.0,1.0,0.0020102584598987814,0.0020102584598987814,0.0020102584598987814,0.1
8,2022-06-10 05:00:00,indicator,0,0.0,0.0,-0.0017099598265015257,-0.0017099598265015257,-0.0017099598265015257,0.1
8,2022-06-10 06:00:00,indicator,0,1.0,0.0,-0.0006304788489017719,-0.0013695211510982282,-0.0006304788489017719,0.1
8,2022-06-10 07:00:00,indicator,0,0.0,0.0,-0.0012866718198943938,-0.0012866718198943938,-0.0012866718198943938,0.1
8,2022-06-10 08:00:00,indicator,0,1.0,1.0,0.00043044736285978067,0.00043044736285978067,-0.002430447362859781,0.1
8,2022-06-10 09:00:00,indicator,0,1.0,1.0,5.249357456490653e-05,5.249357456490653e-05,-0.002052493574564907,0.1
8,2022-06-10 10:00:00,indicator,0,1.0,1.0,0.0031208095720300305,0.0031208095720300305,-0.005120809572030031,0.1
8,2022-06-10 11:00:00,indicator,0,0.0,0.0,-0.004463882270816367,-0.004463882270816367,0.0024638822708163673,0.1
8,2022-06-10 12:00:00,indicator,0,1.0,1.0,-0.0003360141650310829,-0.0003360141650310829,-0.0003360141650310829,0.1
8,2022-06-10 13:00:00,indicator,0,0.0,0.0,-0.013590038293756105,-0.013590038293756105,-0.013590038293756105,0.1
8,2022-06-10 14:00:00,indicator,0,0.0,1.0,-0.00931775890104099,0.0073177589010409915,-0.00931775890104099,0.1
8,2022-06-10 15:00:00,indicator,0,1.0,0.0,0.004748053139130221,-0.006748053139130221,0.004748053139130221,0.1
8,2022-06-10 16:00:00,indicator,0,0.0,0.0,-0.004736849742313619,-0.004736849742313619,-0.004736849742313619,0.1
8,2022-06-10 17:00:00,indicator,0,1.0,1.0,0.012887851508019865,0.012887851508019865,-0.014887851508019866,0.1
8,2022-06-10 18:00:00,indicator,0,0.0,0.0,-0.003394177129858709,-0.003394177129858709,0.0013941771298587088,0.1
8,2022-06-10 19:00:00,indicator,0,1.0,0.0,0.0009993123821698544,-0.0029993123821698544,-0.0029993123821698544,0.1
8,2022-06-10 20:00:00,indicator,0,1.0,1.0,0.0016420674823337481,0.0016420674823337481,-0.003642067482333748,0.1
8,2022-06-10 21:00:00,indicator,0,0.0,0.0,-0.00872911553231662,-0.00872911553231662,0.0067291155323166195,0.1
8,2022-06-10 22:00:00,indicator,0,1.0,0.0,-0.0008630325082069209,-0.0011369674917930791,-0.0011369674917930791,0.1
8,2022-06-10 23:00:00,indicator,0,1.0,1.0,-0.0002513701193938994,-0.0002513701193938994,-0.0017486298806061007,0.1
8,2022-06-11 00:00:00,indicator,0,1.0,1.0,0.001956664490380659,0.001956664490380659,-0.003956664490380659,0.1
8,2022-06-11 01:00:00,indicator,0,0.0,0.0,-0.005878338862369517,-0.005878338862369517,0.003878338862369517,0.1
8,2022-06-11 02:00:00,indicator,0,1.0,0.0,-0.00015371903540383923,-0.0018462809645961608,-0.0018462809645961608,0.1
8,2022-06-11 03:00:00,indicator,0,0.0,0.0,-0.0030757265299624953,-0.0030757265299624953,0.0010757265299624953,0.1
8,2022-06-11 04:00:00,indicator,0,1.0,1.0,-0.0009060461200805749,-0.0009060461200805749,-0.0009060461200805749,0.1
8,2022-06-11 05:00:00,indicator,0,1.0,1.0,0.002784106751643114,0.002784106751643114,0.002784106751643114,0.1
8,2022-06-11 06:00:00,indicator,0,0.0,0.0,-0.004394797026872498,-0.004394797026872498,-0.004394797026872498,0.1
8,2022-06-11 07:00:00,indicator,0,1.0,0.0,6.0325883732936835e-05,-0.0020603258837329367,6.0325883732936835e-05,0.1
8,2022-06-11 08:00:00,indicator,0,1.0,1.0,-0.0005793890395537449,-0.0005793890395537449,-0.0005793890395537449,0.1
8,2022-06-11 09:00:00,indicator,0,0.0,0.0,-0.012347970442083338,-0.012347970442083338,-0.012347970442083338,0.1
8,2022-06-11 10:00:00,indicator,0,1.0,0.0,0.0017240081064935952,-0.003724008106493595,0.0017240081064935952,0.1
8,2022-06-11 11:00:00,indicator,0,0.0,0.0,-0.00619416283550873,-0.00619416283550873,-0.00619416283550873,0.1
8,2022-06-11 12:00:00,indicator,0,0.0,1.0,-0.007500239782781349,0.005500239782781349,-0.007500239782781349,0.1
8,2022-06-11 13:00:00,indicator,0,1.0,1.0,0.007853619804545131,0.007853619804545131,-0.00985361980454513,0.1
8,2022-06-11 14:00:00,indicator,0,0.0,0.0,-0.011551763367463098,-0.011551763367463098,0.0095517633674631,0.1
8,2022-06-11 15:00:00,indicator,0,1.0,0.0,0.011177159851022082,-0.01317715985102208,-0.01317715985102208,0.1
8,2022-06-11 16:00:00,indicator,0,0.0,1.0,-0.0018480582771859865,-0.00015194172281401356,-0.0018480582771859865,0.1
8,2022-06-11 17:00:00,indicator,0,0.0,0.0,-0.0032970863088375335,-0.0032970863088375335,0.0012970863088375335,0.1
8,2022-06-11 18:00:00,indicator,0,0.0,1.0,-0.001999621015082445,-3.7898491755494583e-07,-3.7898491755494583e-07,0.1
8,2022-06-11 19:00:00,indicator,0,1.0,1.0,0.0029337891115691836,0.0029337891115691836,0.0029337891115691836,0.1
8,2022-06-11 20:00:00,indicator,0,0.0,0.0,-0.0015613158978223778,-0.0015613158978223778,-0.0015613158978223778,0.1
8,2022-06-11 21:00:00,indicator,0,1.0,1.0,0.0055430401601384485,0.0055430401601384485,-0.0075430401601384485,0.1
8,2022-06-11 22:00:00,indicator,0,1.0,0.0,0.004381196542685909,-0.006381196542685909,0.004381196542685909,0.1
8,2022-06-11 23:00:00,indicator,0,1.0,1.0,0.0016161512325880822,0.0016161512325880822,0.0016161512325880822,0.1
8,2022-06-12 00:00:00,indicator,0,1.0,0.0,0.006370157931955659,-0.008370157931955658,-0.008370157931955658,0.1
8,2022-06-12 01:00:00,indicator,0,1.0,0.0,0.0018784814339354635,-0.0038784814339354635,0.0018784814339354635,0.1
8,2022-06-12 02:00:00,indicator,0,0.0,0.0,-0.010184562273977217,-0.010184562273977217,-0.010184562273977217,0.1
8,2022-06-12 03:00:00,indicator,0,0.0,1.0,-0.02993356983788113,0.027933569837881127,-0.02993356983788113,0.1
8,2022-06-12 04:00:00,indicator,0,1.0,0.0,0.0035848178542104486,-0.005584817854210449,0.0035848178542104486,0.1
8,2022-06-12 05:00:00,indicator,0,0.0,0.0,-0.005231084424978342,-0.005231084424978342,-0.005231084424978342,0.1
8,2022-06-12 06:00:00,indicator,0,1.0,1.0,0.005044474120910627,0.005044474120910627,-0.007044474120910627,0.1
8,2022-06-12 07:00:00,indicator,0,0.0,0.0,-0.00888389335255781,-0.00888389335255781,0.0068838933525578105,0.1
8,2022-06-12 08:00:00,indicator,0,0.0,1.0,-0.006824462085877076,0.004824462085877076,0.004824462085877076,0.1
8,2022-06-12 09:00:00,indicator,0,0.0,0.0,-0.003809460216133539,-0.003809460216133539,-0.003809460216133539,0.1
8,2022-06-12 10:00:00,indicator,0,1.0,1.0,0.002568240375417881,0.002568240375417881,-0.004568240375417881,0.1
8,2022-06-12 11:00:00,indicator,0,1.0,1.0,-7.134955007224119e-05,-7.134955007224119e-05,-0.0019286504499277587,0.1
8,2022-06-12 12:00:00,indicator,0,0.0,0.0,-0.0014711333361997392,-0.0014711333361997392,-0.0005288666638002609,0.1
8,2022-06-12 13:00:00,indicator,0,0.0,0.0,-0.0017531669980285925,-0.0017531669980285925,-0.0017531669980285925,0.1
8,2022-06-12 14:00:00,indicator,0,1.0,1.0,0.003496164264533099,0.003496164264533099,-0.005496164264533099,0.1
8,2022-06-12 15:00:00,indicator,0,0.0,0.0,-0.019366476466636334,-0.019366476466636334,0.017366476466636332,0.1
8,2022-06-12 16:00:00,indicator,0,1.0,1.0,0.009046021947158589,0.009046021947158589,0.009046021947158589,0.1
8,2022-06-12 17:00:00,indicator,0,0.0,0.0,-0.006759862634644165,-0.006759862634644165,-0.006759862634644165,0.1
8,2022-06-12 18:00:00,indicator,0,0.0,0.0,-0.00785256653515963,-0.00785256653515963,0.005852566535159629,0.1
8,2022-06-12 19:00:00,indicator,0,0.0,0.0,-0.0086784925051583,-0.0086784925051583,-0.0086784925051583,0.1
8,2022-06-12 20:00:00,indicator,0,1.0,1.0,0.01631972149991026,0.01631972149991026,-0.018319721499910263,0.1
8,2022-06-12 21:00:00,indicator,0,0.0,1.0,-0.0027396719965315634,0.0007396719965315633,-0.0027396719965315634,0.1
8,2022-06-12 22:00:00,indicator,0,1.0,1.0,-0.0007205682582343254,-0.0007205682582343254,-0.0012794317417656746,0.1
8,2022-06-12 23:00:00,indicator,0,1.0,1.0,0.012661632446514071,0.012661632446514071,-0.01466163244651407,0.1
8,2022-06-13 00:00:00,indicator,0,1.0,1.0,0.014591892556668824,0.014591892556668824,-0.016591892556668826,0.1
8,2022-06-13 01:00:00,indicator,0,1.0,1.0,0.009061137487662019,0.009061137487662019,-0.01106113748766202,0.1
8,2022-06-13 02:00:00,indicator,0,1.0,1.0,0.019358335905510123,0.019358335905510123,-0.021358335905510124,0.1
8,2022-06-13 05:00:00,indicator,0,0.0,0.0,-0.0060963849992456,-0.0060963849992456,-0.0060963849992456,0.1
8,2022-06-13 06:00:00,indicator,0,0.0,1.0,-0.007076322901006016,0.005076322901006016,-0.007076322901006016,0.1
8,2022-06-13 07:00:00,indicator,0,0.0,0.0,-0.005902030716750628,-0.005902030716750628,0.0039020307167506284,0.1
8,2022-06-13 08:00:00,indicator,0,0.0,0.0,-0.02255362279977054,-0.02255362279977054,-0.02255362279977054,0.1
8,2022-06-13 09:00:00,indicator,0,1.0,1.0,0.024350652658697066,0.024350652658697066,-0.026350652658697068,0.1
8,2022-06-13 10:00:00,indicator,0,1.0,1.0,0.004366255075963578,0.004366255075963578,-0.006366255075963578,0.1
8,2022-06-13 11:00:00,indicator,0,1.0,1.0,0.001585559614215659,0.001585559614215659,-0.003585559614215659,0.1
8,2022-06-13 12:00:00,indicator,0,1.0,1.0,0.00988758402759747,0.00988758402759747,-0.011887584027597473,0.1
8,2022-06-13 13:00:00,indicator,0,1.0,1.0,0.0009435780800465489,0.0009435780800465489,-0.002943578080046549,0.1
8,2022-06-13 14:00:00,indicator,0,1.0,1.0,0.0003241397947076879,0.0003241397947076879,-0.002324139794707688,0.1
8,2022-06-13 15:00:00,indicator,0,1.0,1.0,0.03482454547068865,0.03482454547068865,-0.036824545470688655,0.1
